Martin Brodeur	Q357465	1972	ALIVE	30	Canadian-American ice hockey player
Steve Brodie (bridge jumper)	Q7612035	1863	1901	4	American vaudeville performer (1863–1901)
Adrien Brody	Q104514	1973	ALIVE	71	American actor
Tom Brokaw	Q919527	1940	ALIVE	36	American broadcast journalist and author (born 1940)
Alexandre Brongniart	Q442937	1770	1847	33	French chemist, mineralogist, and zoologist (1770–1847)
Charles Bronson	Q36105	1921	2003	94	American actor (1921–2003)
Anne Brontë	Q44520	1820	1849	84	British novelist and poet (1820-1849)
Charlotte Brontë	Q127332	1816	1855	96	British novelist and poet (1816-1855)
Emily Brontë	Q80137	1818	1848	103	English novelist and poet (1818–1848)
Bronzino	Q7803	1503	1572	60	Italian Mannerist painter (1503-1572)
Herman Brood	Q719447	1946	2001	17	Dutch musician, painter, actor, poet and media personality (1946-2001)
Peter Brook	Q49760	1925	2022	48	English theatre and film director (1925–2022)
Rupert Brooke	Q366086	1887	1915	38	English poet (1887–1915)
Anita Brookner	Q237687	1928	2016	34	English novelist and art historian (1928–2016)
Garth Brooks	Q216288	1962	ALIVE	48	American country music singer and songwriter
Gwendolyn Brooks	Q270715	1917	2000	38	American writer (1917–2000)
Herb Brooks	Q1390562	1937	2003	12	American ice hockey player and coach (1937-2003)
James L. Brooks	Q95125	1940	ALIVE	47	American director, writer, and producer (born 1940)
Louise Brooks	Q152779	1906	1985	43	American actress (1906–1985)
Mel Brooks	Q104266	1926	ALIVE	69	American comedian, filmmaker, and actor (born 1926)
Rebekah Brooks	Q234179	1968	ALIVE	20	English journalist
Big Bill Broonzy	Q449239	1893	1958	27	American blues singer, songwriter and guitarist (1893–1958)
Pierce Brosnan	Q81520	1953	ALIVE	93	Irish actor (born 1953)
Nicholas Brothers	Q1786868	UNKNOWN	ALIVE	16	American tap dancing duo
Jack Broughton	Q1346464	1703	1789	16	British boxer
L. E. J. Brouwer	Q155887	1881	1966	38	Dutch mathematician and logician (1881–1966)
Antoinette Brown Blackwell	Q549506	1825	1921	22	American minister (1825–1921)
Bobbi Brown	Q281024	1957	ALIVE	18	American professional makeup artist and businessperson
Charles Brockden Brown	Q468280	1771	1810	26	American novelist, historian and editor (1771-1810)
Chris Brown	Q155700	1989	ALIVE	70	American singer and rapper (born 1989)
Dan Brown	Q7345	1964	ALIVE	88	American novelist (born 1964)
Eric Brown (pilot)	Q348719	1919	2016	14	British aviator, Royal Navy officer, test pilot, author (1919–2016)
George Brown (Canadian politician)	Q642382	1818	1880	15	Scottish-born Canadian politician (1818–1880)
Gordon Brown	Q10648	1951	ALIVE	107	Prime Minister of the United Kingdom from 2007 to 2010
Jim Brown	Q927916	1936	2023	42	American football player and actor (1936–2023)
John Brown (abolitionist)	Q189366	1800	1859	56	American abolitionist (1800–1859)
Michael E. Brown	Q298913	1965	ALIVE	47	American planetary astronomer
Paul Brown	Q968798	1907	1991	14	American football coach (1908–1991)
Robert Brown (botanist, born 1773)	Q155764	1773	1858	62	Scottish botanist (1773-1858), discoverer of the cell nucleus and of Brownian Motion (1773–1858)
T. Allston Brown	Q4096119	1836	1918	6	American theatre historian (1836–1918)
Walter A. Brown	Q984087	1905	1964	14	American sports businessman (1905–1964)
Harry Browne	Q3736354	1933	2006	15	American writer and politician (1933–2006)
Sylvia Browne	Q335100	1936	2013	19	American author, psychic and medium (1936-2013)
Thomas Browne	Q313925	1605	1682	39	English polymath and author (1605–1682)
John Browning	Q220520	1855	1926	50	firearms designer of the United States (1855-1926)
Oscar Browning	Q7105899	1837	1923	6	British historian (1837–1923)
Robert Browning	Q233265	1812	1889	58	English poet and playwright (1812–1889)
Tod Browning	Q51476	1880	1962	35	American film actor and director (1880–1962)
Alistair Brownlee	Q716308	1988	ALIVE	26	British triathlete
Kevin Brownlow	Q1724729	1938	ALIVE	15	English filmmaker and film historian
Susan Brownmiller	Q434521	1935	2025	23	American feminist and author (1935–2025)
Dave Brubeck	Q108597	1920	2012	55	American jazz pianist and composer (1920–2012)
Lenny Bruce	Q460876	1925	1966	31	American comedian and social critic (1925–1966)
Stanley Bruce	Q23358	1883	1967	41	Australian politician, eighth Prime Minister of Australia (1883-1967)
Jan Brueghel the Elder	Q209050	1568	1625	45	Flemish painter (1568–1625)
Pieter Brueghel the Younger	Q255828	1564	1636	46	Flemish painter (1564-1638)
Cathal Brugha	Q560482	1874	1922	26	Irish revolutionary and politician (1874-1922)
Heinrich von Brühl	Q214949	1700	1763	15	German statesman and art collector at the court of Saxony (1700-1763)
Erik Bruhn	Q1320382	1928	1986	38	Danish ballet dancer (1928-1986)
Klaas Bruinsma (drug lord)	Q1744169	1953	1991	8	Dutch drug lord (1953–1991)
Beau Brummell	Q561019	1778	1840	24	English man of fashion (1778–1840)
Charles Le Brun	Q271676	1619	1690	51	17th-century French painter and art theorist (1619—1690)
Avery Brundage	Q155928	1887	1975	37	president of the International Olympic Committee from 1952 to 1972
Jerome Bruner	Q114867	1915	2016	42	American psychologist and scholar
Marcus Junius Brutus	Q172248	-85	-42	65	assassin of Julius Caesar
Bryan brothers	Q1156604	UNKNOWN	ALIVE	10	American tennis doubles team
William Jennings Bryan	Q205282	1860	1925	44	American politician (1860–1925)
Anita Bryant	Q240623	1940	2024	28	American singer and activist (1940–2024)
Kobe Bryant	Q25369	1978	2020	106	American basketball player (1978–2020)
Louise Bryant	Q267629	1885	1936	30	American activist and journalist (1885–1936)
Bear Bryant	Q278804	1913	1983	14	American college football coach (1913–1983)
James Bryce, 1st Viscount Bryce	Q336497	1838	1922	25	British academic (1838-1922)
Yul Brynner	Q102813	1920	1985	69	russian-born american actor (1920–1985)
Valery Bryusov	Q316374	1873	1924	45	Russian poet, prose writer, dramatist, translator, critic and historian (1873–1924)
Mika Brzezinski	Q449013	1967	ALIVE	20	American television host
Zbigniew Brzezinski	Q168041	1928	2017	60	Polish-American diplomat and political scientist (1928–2017)
BTS	Q13580495	UNKNOWN	ALIVE	116	South Korean musical group; boy band
Chico Buarque	Q333632	1944	ALIVE	38	Brazilian singer-songwriter
Martin Buber	Q84423	1878	1965	65	German Jewish Existentialist philosopher and theologian (1878–1965)
Sergey Bubka	Q184556	1963	ALIVE	64	Ukrainian pole vaulter
Martin Bucer	Q318622	1491	1551	38	Protestant reformer
Lepke Buchalter	Q288716	1897	1944	18	American mobster (1899-1947)
James Buchanan	Q12325	1791	1868	133	president of the United States from 1857 to 1861
James M. Buchanan	Q205353	1919	2013	62	American economist, recipient of the Nobel Memorial Prize for Economics (1919–2013)
Georg Büchner	Q154014	1813	1837	55	German dramatist and writer of poetry and prose (1813–1837)
Linda B. Buck	Q200136	1947	ALIVE	79	American biologist
Pearl S. Buck	Q80900	1892	1973	109	American writer (1892–1973)
Jeff Buckley	Q215855	1966	1997	45	American musician (1966–1997)
William F. Buckley Jr.	Q378098	1925	2008	33	American public intellectual, conservative author and political commentator (1925–2008)
Budai	Q599838	850	916	40	figure in Buddhist and East Asian religious traditions
Ajahn Buddhadasa	Q714446	1906	1993	21	Thai Buddhist monk (1906–1993)
Buddhaghosa	Q335247	401	500	39	5th-century Indian Theravada Buddhist commentator, translator and philosopher
Don Budge	Q53343	1915	2000	42	American tennis player (1915-2000)
Mikhail Budyko	Q1930289	1920	2001	13	Russian climatologist (1920–2001)
Semyon Budyonny	Q242474	1883	1973	56	Soviet marshal (1883-1973)
Ludwig Büchner	Q62831	1824	1899	30	German philosopher and scientist (1824-1899)
Buena Vista Social Club	Q842415	UNKNOWN	ALIVE	29	ensemble of Cuban musicians
Maria Bueno	Q233247	1939	2018	41	Brazilian tennis player (1939-2018)
Rodrigo (musician)	Q321108	1973	2000	11	Argentine singer (1973-2000)
Buffalo Bill	Q202285	1846	1917	52	American frontiersman and showman (1846–1917)
Michael Buffer	Q28783	1944	ALIVE	24	American ring announcer for boxing and professional wrestling matches
Georges-Louis Leclerc, Comte de Buffon	Q229264	1707	1788	68	French natural historian (1707-1788)
Gianluigi Buffon	Q68060	1978	ALIVE	101	former Italian footballer (born 1978)
Muhammadu Buhari	Q361567	1942	2025	89	former President of Nigeria from 1983 to 1985 and 2015 to 2025 (born 1942–2025)
Buhturi	Q930082	819	897	20	Arab poet of Abbasid period (821–897)
Geneviève Bujold	Q232845	1942	ALIVE	45	Canadian actress (born 1942)
Nayib Bukele	Q17712353	1981	ALIVE	72	President of El Salvador since 2019
Charles Bukowski	Q76409	1920	1994	79	German-American writer (1920–1994)
Whitey Bulger	Q557801	1929	2018	30	Irish-American gangster and crime boss (1929-2018)
Sandra Bullock	Q40791	1964	ALIVE	115	American actress and film producer
Seth Bullock	Q45439	1849	1919	12	(1849-1919) American lawman, businessman
Bernhard von Bülow	Q60113	1849	1929	51	German and Prussian politician (1849–1929)
Hans von Bülow	Q155540	1830	1894	36	German conductor and pianist (1830–1894)
Ralph Bunche	Q213500	1904	1971	59	diplomat, educator, civil rights activist and the first African American Nobel Peace Prize winner (1904–1971)
Gisele Bündchen	Q152208	1980	ALIVE	78	Brazilian fashion model
Ted Bundy	Q192218	1946	1989	72	American serial killer (1946–1989)
Bungaree	Q1009426	1775	1830	5	Aboriginal Australian
Mario Bunge	Q708853	1919	2020	33	Argentine-Canadian philosopher (1919-2020)
Anna Bunina	Q4099212	1774	1829	15	Russian poet
Tamara Bunke	Q213684	1937	1967	30	Argentinian revolutionary (1937–1967)
Chang and Eng Bunker	Q660581	UNKNOWN	ALIVE	33	Thai-American conjoined twin brothers
Bad Bunny	Q44333953	1994	ALIVE	60	Puerto Rican rapper, singer, and record producer
Robert Bunsen	Q71031	1811	1899	75	German chemist (1811-1899)
Basil Bunting	Q2886803	1900	1985	12	poet (1900–1985)
John Bunyan	Q108206	1628	1688	60	English Christian writer and preacher (1628-1688)
Richard Burbage	Q433717	1567	1619	29	British actor and theatre owner (1567–1619)
Luther Burbank	Q333419	1849	1926	39	American botanist and horticulturist (1849–1926)
Margaret Burbidge	Q235712	1919	2020	45	British-born American astronomer (1919–2020)
Jacob Burckhardt	Q59945	1818	1897	47	Swiss historian (1818–1897)
Chris Burden	Q720832	1946	2015	16	American sculptor and performance artist (1946–2015)
Burebista	Q309869	-90	-44	45	1st-century BC Thracian king of the Getae and Dacians
Eleanor Alice Burford	Q142106	1906	1993	25	English novelist (1906–1993)
Warren E. Burger	Q346685	1907	1995	29	chief justice of the United States from 1969 to 1986 (1907–1995)
Anthony Burgess	Q217619	1917	1993	64	English writer and composer (1917–1993)
Ernest Burgess	Q990849	1886	1966	18	American sociologist (1886–1966)
Guy Burgess	Q918668	1911	1963	28	British-born radio producer, intelligence and Foreign Office officer and double agent
Jost Bürgi	Q124025	1552	1632	36	Swiss clockmaker, maker of astronomical instruments and mathematician (1552-1632)
Julia de Burgos	Q468516	1914	1953	15	Puerto Rican poet (1914–1953)
Jean Buridan	Q275500	1295	1358	46	medieval philosopher (ca. 1300-1358)
Cheryl Burke	Q2620638	1984	ALIVE	11	American dancer
Mildred Burke	Q6850950	1915	1989	12	American professional wrestler (1915-1989)
Robert O'Hara Burke	Q560403	1821	1861	21	Australian explorer (1821–1861)
Tarana Burke	Q43177774	1973	ALIVE	41	American civil rights activist
Walter Burkert	Q61888	1931	2015	20	German classical philologist and religious scholar (1931–2015)
Nikolai Bukharin	Q186709	1888	1938	60	Russian revolutionary and politician (1888–1938)
Macfarlane Burnet	Q193550	1899	1985	61	Australian virologist (1899-1985)
Carol Burnett	Q255565	1933	ALIVE	49	American actress, comedian and singer (born 1933)
Frances Hodgson Burnett	Q276028	1849	1924	56	English-American playwright and author (1849–1924)
Leo Burnett	Q326356	1891	1971	21	American advertising executive
Mark Burnett	Q3294019	1960	ALIVE	15	British television and film producer and author (born 1960)
Charles Burney	Q547002	1726	1814	20	English music historian (1726-1814)
Daniel Burnham	Q316639	1846	1912	31	American architect and urban designer (1846– 1912)
Forbes Burnham	Q718256	1923	1985	30	Guyanese politician (1923-1985)
Burning Spear	Q361646	1948	ALIVE	27	Jamaican roots reggae musician
Burns and Allen	Q5000099	UNKNOWN	ALIVE	5	American comedic duo
Arthur F. Burns	Q284230	1904	1987	19	American economist and diplomat (1904-1987)
George Burns	Q344793	1896	1996	41	American comedian, actor, writer and singer (1896–1996)
Ken Burns	Q616886	1953	ALIVE	40	American documentarian and filmmaker (born 1953)
William J. Burns	Q2579424	1861	1932	9	American Secret Service agent (1861–1932)
Aaron Burr	Q179090	1756	1836	71	vice president of the United States from 1801 to 1805, lived (1756–1836)
Bill Burr	Q13412374	1968	ALIVE	33	American comedian, actor, and writer (born 1968)
Raymond Burr	Q336877	1917	1993	39	Canadian actor (1917–1993)
Edgar Rice Burroughs	Q148234	1875	1950	75	American writer (1875–1950)
William S. Burroughs	Q188176	1914	1997	59	American novelist, short story writer, essayist, painter, and spoken word performer (1914–1997)
James Burrows	Q3050241	1940	ALIVE	17	American television director
Ellen Burstyn	Q211144	1932	ALIVE	67	American actress
LeVar Burton	Q312570	1957	ALIVE	41	American actor, director, and television host (born 1957)
Richard Burton	Q151973	1925	1984	77	Welsh actor (1925–1984)
Richard Francis Burton	Q125057	1821	1890	60	British explorer, army officer, writer and scholar (1821–1890)
Tim Burton	Q56008	1958	ALIVE	85	American filmmaker and artist (born 1958)
Boroldai	Q955294	1176	1262	16	Mongol general
Borzuya	Q1017211	500	600	19	Persian scientist
James Busby	Q1186349	1802	1871	16	Scottish/Australian/New Zealand viticulturalist, farmer and politician (1802-1871)
Matt Busby	Q206237	1909	1994	42	Scottish football player and manager (1909-1994)
Tommaso Buscetta	Q212496	1928	2000	27	Sicilian Mafia boss to become government informant
Wilhelm Busch	Q109540	1832	1908	48	German painter, poet and cartoonist (1832–1908)
George H. W. Bush	Q23505	1924	2018	159	president of the United States from 1989 to 1993 (1924–2018)
Kate Bush	Q636	1958	ALIVE	64	English singer, pianist and songwriter (born 1958)
Vannevar Bush	Q299595	1890	1974	45	American electrical engineer and science administrator (1890–1974)
Candace Bushnell	Q254820	1958	ALIVE	30	American author
Nolan Bushnell	Q335039	1943	ALIVE	41	American entrepreneur
Alexander Bustamante	Q265034	1884	1977	25	Jamaican politician and labour leader (1884–1977)
Vitalik Buterin	Q16197959	1994	ALIVE	36	Russian-Canadian computer scientist
Dick Butkus	Q715511	1942	2023	23	American football player (1942–2023)
Judith Butler	Q219368	1956	ALIVE	70	American feminist gender studies philosopher (born 1956)
Nicholas Murray Butler	Q271517	1862	1947	50	American philosopher, diplomat, and educator (1862-1947)
Octavia E. Butler	Q239739	1947	2006	44	American science fiction writer (1947-2006)
Samuel Butler (poet)	Q258766	1612	1680	29	poet and satirist (1612–1680)
Smedley Butler	Q556880	1881	1940	24	United States Marine Corps general, two time Medal of Honor recipient, activist, lecturer, official, and writer (1881-1940)
Michel Butor	Q309716	1926	2016	42	French writer (1926–2016)
Dick Button	Q572177	1929	2025	32	American figure skater, sports personality, actor, lawyer (1929–2025)
Alfred Mosher Butts	Q922223	1899	1993	18	American designer and architect; creator of Scrabble (1899–1993)
Norbert Leo Butz	Q5484158	1967	ALIVE	18	American actor and singer
Armin van Buuren	Q62617	1976	ALIVE	56	Dutch DJ and record producer (born 1976)
Dieterich Buxtehude	Q153637	1637	1707	62	Danish-German organist and composer (1637–1707)
C. H. D. Buys Ballot	Q441099	1817	1890	31	Dutch physicist (*1817 – †1890)
Dino Buzzati	Q242095	1906	1972	51	Italian writer (1906-1972)
A. S. Byatt	Q232417	1936	2023	50	British writer (1936–2023)
Cyrus Byington	Q956784	1793	1868	8	Christian missionary
Vasil Bykaŭ	Q335794	1924	2003	39	Belarusian writer (1924–2003)
Amanda Bynes	Q212002	1986	ALIVE	57	American actress and fashion designer (born 1986)
Richard E. Byrd	Q210268	1888	1957	50	American naval officer, explorer (1888-1957)
William Byrd	Q208375	1543	1623	46	English composer (ca. 1540-1623)
Gay Byrne	Q3778922	1934	2019	10	Irish television and radio presenter (1934-2019)
James F. Byrnes	Q432726	1882	1972	40	American politician (1882–1972)
B'z	Q150186	UNKNOWN	ALIVE	26	Japanese musical group; rock duo
Louis C.K.	Q15079	1967	ALIVE	47	American comedian, actor, and filmmaker (born 1967)
Francisco Caamaño	Q785325	1932	1973	17	Dominican soldier and revolutionary leader during the 1965 Civil War (1932–1973)
James Caan	Q95043	1940	2022	68	American actor (1940–2022)
Montserrat Caballé	Q151435	1933	2018	78	Spanish operatic soprano (1933–2018)
Bernardino Caballero	Q738679	1839	1912	23	Paraguayan politician (1839-1912)
José Trinidad Cabañas	Q881007	1805	1871	16	President of Honduras (1805-1871)
Alexandre Cabanel	Q310437	1823	1889	43	French painter (1823–1889)
John Cabot	Q85642	1450	1498	69	Italian navigator and explorer (c. 1450 – c. 1499)
Sebastian Cabot (explorer)	Q348340	1476	1557	32	Venetian explorer and mapmaker in the service of Spain and England
Amílcar Cabral	Q213416	1924	1973	50	Guinea-Bissauan and Cape Verdean politician (1924-1973)
Luís Cabral	Q311443	1931	2009	38	Prime Minister of Guinea-Bissau (1931-2009)
Juan Rodríguez Cabrillo	Q182491	1497	1543	42	Portuguese or Spanish explorer
Frances Xavier Cabrini	Q238983	1850	1917	32	Italian-American Catholic nun, misionary and saint (1850-1917)
Andrés Avelino Cáceres	Q334715	1833	1923	32	Peruvian politician, military (1836-1923)
John Cadbury	Q1380129	1801	1889	14	British businessman (1801–1889)
Cædmon	Q381292	UNKNOWN	680	33	ancient English poet
Sid Caesar	Q555226	1922	2014	33	American comic actor and writer (1922–2014)
Cafu	Q178683	1970	ALIVE	63	Brazilian association football player
Nicolas Cage	Q42869	1964	ALIVE	110	American actor (born 1964)
Alessandro Cagliostro	Q312332	1743	1795	34	Italian occultist, alchemist, and impostor (1743–1795)
James Cagney	Q94041	1899	1986	85	American actor and dancer (1899–1986)
Cai Chusheng	Q384708	1906	1968	17	Chinese film director (1906-1968)
Cai Yuanpei	Q19796	1868	1940	30	Chinese educator, Esperantist and the president of Peking University (1868-1940)
Gustave Caillebotte	Q295144	1848	1894	53	French painter (1848–1894)
René Caillié	Q368976	1799	1838	26	French explorer (1799–1838)
James M. Cain	Q81071	1892	1977	31	American novelist, short story writer, journalist (1892–1977)
Michael Caine	Q123351	1933	ALIVE	101	English actor (born 1933)
Thomas Cajetan	Q435853	1469	1534	33	Catholic cardinal
Seru Epenisa Cakobau	Q681408	1815	1883	35	King of Fiji (1815–1883)
Santiago Calatrava	Q168482	1951	ALIVE	70	Spanish-Swiss engineer, architect, and artist (born 1951)
William Calcraft	Q742138	1800	1879	6	English hangman
Alexander Calder	Q151580	1898	1976	50	American artist (1898–1976)
Frank Calder	Q1235790	1877	1943	15	Canadian ice hockey administrator (1877-1943)
Rafael Caldera	Q311323	1916	2009	44	president of Venezuela from 1969 to 1974 kai from 1994 to 1999
Felipe Calderón	Q57269	1962	ALIVE	67	63th President of Mexico
Erskine Caldwell	Q310464	1903	1987	43	American novelist, short story writer, travel writer, essayist (1903–1987)
Zoe Caldwell	Q1995506	1933	2020	19	Australian actress (1933–2020)
John C. Calhoun	Q207191	1782	1850	66	vice president of the United States from 1825 to 1832 (1782–1850)
Jua Cali	Q6298712	1979	ALIVE	8	Kenyan hip hop artists
Mary Whiton Calkins	Q988129	1863	1930	28	American philosopher and psychologist (1863–1930)
James Callaghan	Q9576	1912	2005	85	former prime minister of the United Kingdom (1912–2005)
Calle 13 (band)	Q1027200	UNKNOWN	ALIVE	19	Puerto Rican band
Plutarco Elías Calles	Q315066	1877	1945	48	47th President of Mexico
Callimachus	Q192417	-320	-243	53	3rd-century BC Greek poet, scholar and librarian
Callippus	Q471218	-370	-310	29	4th-century BC Greek astronomer and mathematician
Jeanne Calment	Q182260	1875	1997	66	French supercentenarian, person with the longest confirmed lifespan (1875–1997)
Melvin Calvin	Q49347	1911	1997	68	American biochemist (1911–1997)
Italo Calvino	Q154756	1923	1985	70	Italian journalist and writer (1923-1985)
Hebe Camargo	Q6105	1929	2012	147	Brazilian recording artist, television host, actress and singer (1929–2012)
Camarón de la Isla	Q312093	1950	1992	37	Spanish flamenco singer (1950–1992)
Arnolfo di Cambio	Q315249	1240	1302	43	Italian architect and sculptor (1240–1302)
Pierre-Joseph Cambon	Q649038	1756	1820	14	French politician (1756-1820)
Cambyses II	Q182483	-559	-522	69	The second Achaemenid emperor (530–522 BC)
David Cameron	Q192	1966	ALIVE	124	British politician (born 1966)
Julia Margaret Cameron	Q230120	1815	1879	43	British photographer (1815–1879)
Salvadore Cammarano	Q343560	1801	1852	24	Italian librettist and playwright (1801-1852)
Walter Camp	Q1365766	1859	1925	16	American football player and coach, college athletics administrator (1859-1925)
Tommaso Campanella	Q191850	1568	1639	62	Italian philosopher, theologian, astrologer, and poet (1568-1639)
Henry Campbell-Bannerman	Q106618	1836	1908	52	British Prime Minister from 1905 to 1908 (1836–1908)
Clarence Campbell	Q1095380	1905	1984	11	Canadian sports executive (1905-1984)
Glen Campbell	Q162667	1936	2017	42	American musician (1936–2017)
John W. Campbell	Q435056	1910	1971	30	American science fiction writer (1910–1971)
Joseph Campbell	Q295516	1904	1987	48	American mythologist, writer and lecturer (1904–1987)
Lyle Campbell	Q1450352	1942	ALIVE	19	American Mesoamericanist
Naomi Campbell	Q199369	1970	ALIVE	77	British model
Thomas Campbell (poet)	Q1361189	1777	1844	16	Scottish poet (1777-1844)
David Campese	Q1173922	1962	ALIVE	13	Australian rugby union player
Robert Campin	Q80442	1375	1444	45	Dutch painter, first great master of Flemish and Early Netherlandish painting, 1375–1444 (1375–1444)
Edmund Campion	Q547042	1540	1581	24	English Jesuit priest, martyr and saint
Jane Campion	Q230448	1954	ALIVE	54	New Zealand film director, screenwriter and producer (born 1954)
Canaletto	Q182664	1697	1758	70	Italian painter of landscapes (1697–1768)
Asa Griggs Candler	Q744866	1851	1929	23	American mayor and businessman (1851-1929)
Augustin Pyramus de Candolle	Q123057	1778	1841	49	Swiss botanist (1778–1841)
John Candy	Q218532	1950	1994	47	Canadian actor (1950–1994)
John Canemaker	Q1699538	1943	ALIVE	7	American animator
Elias Canetti	Q80064	1905	1994	88	Bulgarian-born Swiss and British Jewish modernist novelist, playwright, memoirist, and non-fiction writer (1905–1994)
Georges Canguilhem	Q433741	1904	1995	26	French philosopher (1904-1995)
Peter Canisius	Q44624	1521	1597	37	Dutch, Jesuit priest, Doctor of the Church, Roman Catholic saint
Ivan Cankar	Q15809	1876	1918	45	Slovene writer, playwright, essayist, poet and political activist (1876-1918)
Annie Jump Cannon	Q230650	1863	1941	60	American astronomer (1863-1941)
Antonio Canova	Q5547	1757	1822	57	Italian Neoclassical sculptor (1757–1822)
Richard Cantillon	Q364975	1675	1734	29	Irish-French economist and banker
Cantinflas	Q195371	1911	1993	50	Mexican comic film actor, producer, and screenwriter (1911–1993)
Eric Cantona	Q170328	1966	ALIVE	69	French footballer and actor (born 1966)
Eddie Cantor	Q350472	1892	1964	35	American comedian and actor (1892–1964)
Diogo Cão	Q313060	1452	1486	44	Portuguese explorer
Cao Futian	Q11091239	1850	1901	6	Chinese nationalist and leader of the Boxers during the Boxer Uprising
Cao Pi	Q313333	187	226	45	Cao Wei Emperror (187-226)
Cao Xueqin	Q182874	1724	1763	51	Chinese novelist and poet (1710–1765)
Cao Zhi	Q698890	192	232	29	State of Cao Wei prince and poet (192-232)
Robert Capa	Q152524	1913	1954	52	American photographer (1913–1954)
José Raúl Capablanca	Q160702	1888	1942	74	Cuban chess player (1888-1942)
Manco Cápac	Q165968	1200	1230	39	1st ruler of the Kingdom of Cuzco (Inca Emperor)
Karel Čapek	Q155855	1890	1938	82	Czech writer (1890–1938)
Hugh Capet	Q159575	940	996	78	King of the Franks
Truman Capote	Q134180	1924	1984	79	American author (1924-1984)
Captain Beefheart	Q312264	1941	2010	40	American musician and painter (1941-2010)
Carabao (band)	Q1035286	UNKNOWN	ALIVE	17	Thai band
Caracalla	Q1446	188	217	86	Roman emperor from 198 to 217
Mateiu Caragiale	Q1368307	1885	1936	14	poet, short story writer, novelist, visual artist, heraldist, civil servant (1885-1936)
Gia Carangi	Q230824	1960	1986	43	American model (1960–1986)
Constantin Carathéodory	Q65332	1873	1950	38	Greek mathematician (1873-1950)
Orson Scott Card	Q217110	1951	ALIVE	49	American science fiction novelist (born 1951)
Ernesto Cardenal	Q276510	1925	2020	37	Nicaraguan priest and politician (1925-2020)
Cuauhtémoc Cárdenas	Q922837	1934	ALIVE	20	Mexican politician
Lázaro Cárdenas	Q296718	1895	1970	53	51st President of Mexico
Osiel Cárdenas Guillén	Q982861	1967	ALIVE	15	Mexican drug lord incarcerated in a US federal prison
Pierre Cardin	Q299211	1922	2020	49	French-Italian fashion designer (1922-2020)
Claudia Cardinale	Q107006	1938	2025	81	French-Italian actress (1938–2025)
Fernando Henrique Cardoso	Q230578	1931	ALIVE	57	President of Brazil from 1995 to 2003
Giosuè Carducci	Q43440	1835	1907	99	Italian poet and literary critic (1835-1907)
Steve Carell	Q216221	1962	ALIVE	66	American actor and comedian (born 1962)
Marie-Antoine Carême	Q355751	1784	1833	40	French chef
Mariah Carey	Q41076	1969	ALIVE	114	American singer (born 1969)
Peter Carey (novelist)	Q313254	1943	ALIVE	37	Australian novelist (born 1943)
Tiburcio Carías Andino	Q562044	1876	1969	25	President of Honduras
Otto Carius	Q58005	1922	2015	30	German pharmacist, military officer and highly decorated tank commander (1922-2015)
Eric Carle	Q606557	1929	2021	33	American author and illustrator for children (1929–2021)
Shlomo Carlebach	Q76999	1925	1994	13	Jewish musician (1925–1994)
Carlos I of Portugal	Q158874	1863	1908	57	King of Portugal from 1889 to 1908 (1863–1908)
Carlos the Jackal	Q222831	1949	ALIVE	44	Venezuelan-born international terror operative
Roberto Carlos	Q429039	1973	ALIVE	81	Brazilian footballer
Roberto Carlos (singer)	Q465191	1941	ALIVE	32	Brazilian singer-songwriter
Wendy Carlos	Q44641	1939	ALIVE	35	American composer and electronic musician (born 1939)
Magnus Carlsen	Q106807	1990	ALIVE	97	Norwegian chess player (born 1990)
Gretchen Carlson	Q465597	1966	ALIVE	20	American broadcast journalist, author, television personality and female empowerment advocate
Tucker Carlson	Q743162	1969	ALIVE	52	American conservative political commentator (born 1969)
Thomas Carlyle	Q151403	1795	1881	70	Scottish essayist, historian and philosopher (1795–1881)
John Carmack	Q92605	1970	ALIVE	40	American computer programmer and video game developer (born 1970)
Hoagy Carmichael	Q460662	1899	1981	32	American composer, pianist, singer, actor and bandleader (1899–1981)
Ricky Carmichael	Q532073	1979	ALIVE	15	American motorcycle and stock car racing driver
Stokely Carmichael	Q509860	1941	1998	34	American activist (1941-1998)
Carlos do Carmo	Q983479	1939	2021	28	Portuguese fado singer (1939–2021)
Rudolf Carnap	Q76519	1891	1970	58	German philosopher and logician (1891–1970)
Marcel Carné	Q52409	1906	1996	45	French film director (1906 – 1996)
Carneades	Q284994	-213	-129	43	ancient Greek philosopher
Dale Carnegie	Q230762	1888	1955	61	American writer and lecturer (1888-1955)
Art Carney	Q182431	1918	2003	54	American actor and comedian (1918–2003)
Lazare Carnot	Q310767	1753	1823	52	French political, engineering and mathematical figure (1753–1823)
Robert Caro	Q373423	1935	ALIVE	17	American journalist and author
Carol I of Romania	Q57146	1839	1914	56	King of Romania from 1881 to 1914
Johann Carolus	Q67654	1575	1634	17	German publisher of the first newspaper
Leslie Caron	Q230023	1931	ALIVE	53	French and American actress and dancer (born 1931)
Wallace Carothers	Q333724	1896	1937	44	American organic chemist (1896–1937)
John Carpenter	Q95008	1948	ALIVE	56	American filmmaker, composer and actor (born 1948)
Scott Carpenter	Q335503	1925	2013	46	American test pilot, astronaut and aquanaut (1925–2013)
The Carpenters	Q223495	UNKNOWN	ALIVE	196	American musical group; vocal sibling duo
Giovanni da Pian del Carpine	Q315149	1182	1252	47	Roman Catholic archbishop and traveller (1182–1252)
